dim_track_id,track_name,album_name,artist_name,composer,genre,mediatype
3426,Carmina Burana: O Fortuna,Carmina Burana,Boston Symphony Orchestra & Seiji Ozawa,Carl Orff,Classical,Protected AAC audio file
3445,On the Beautiful Blue Danube,Strauss: Waltzes,Eugene Ormandy,Johann Strauss II,Classical,Protected AAC audio file
3404,"Miserere mei, Deus",Allegri: Miserere,"Richard Marlow & The Choir of Trinity College, Cambridge",Gregorio Allegri,Classical,Protected AAC audio file
3416,Ave Maria,A Soprano Inspired,"Britten Sinfonia, Ivor Bolton & Lesley Garrett",Franz Schubert,Classical,Protected AAC audio file
3448,"Lamentations of Jeremiah, First Set \ Incipit Lamentatio",English Renaissance,The King's Singers,Thomas Tallis,Classical,Protected AAC audio file
3492,Sing Joyfully,English Renaissance,The King's Singers,William Byrd,Classical,Protected AAC audio file
3501,"L'orfeo, Act 3, Sinfonia (Orchestra)",Monteverdi: L'Orfeo,"C. Monteverdi, Nigel Rogers - Chiaroscuro; London Baroque; London Cornett & Sackbu",Claudio Monteverdi,Classical,Protected AAC audio file
3436,"Karelia Suite, Op.11: 2. Ballade (Tempo Di Menuetto)",Sibelius: Finlandia,Berliner Philharmoniker & Hans Rosbaud,Jean Sibelius,Classical,Protected AAC audio file
3417,"Nabucco: Chorus, ""Va, Pensiero, Sull'ali Dorate""",Great Opera Choruses,"Chicago Symphony Chorus, Chicago Symphony Orchestra & Sir Georg Solti",Giuseppe Verdi,Classical,Protected AAC audio file
3502,"Quintet for Horn, Violin, 2 Violas, and Cello in E Flat Major, K. 407/386c: III. Allegro",Mozart: Chamber Music,Nash Ensemble,Wolfgang Amadeus Mozart,Classical,Protected AAC audio file
3359,"Symphony No. 3 in E-flat major, Op. 55, ""Eroica"" - Scherzo: Allegro Vivace",The Best of Beethoven,Nicolaus Esterhazy Sinfonia,Ludwig van Beethoven,Classical,AAC audio file
3409,"Suite for Solo Cello No. 1 in G Major, BWV 1007: I. Prélude",Bach: The Cello Suites,Yo-Yo Ma,Johann Sebastian Bach,Classical,Protected AAC audio file
3407,"Concerto for 2 Violins in D Minor, BWV 1043: I. Vivace",Bach: Violin Concertos,"Hilary Hahn, Jeffrey Kahane, Los Angeles Chamber Orchestra & Margaret Batjer",Johann Sebastian Bach,Classical,Protected AAC audio file
3413,"Concerto for Clarinet in A Major, K. 622: II. Adagio",Mozart: Wind Concertos,"Berliner Philharmoniker, Claudio Abbado & Sabine Meyer",Wolfgang Amadeus Mozart,Classical,Protected AAC audio file
3499,Pini Di Roma (Pinien Von Rom) \ I Pini Della Via Appia,Respighi:Pines of Rome,Eugene Ormandy,,Classical,Protected AAC audio file
3484,Adios nonino,South American Getaway,The 12 Cellists of The Berlin Philharmonic,Astor Piazzolla,Classical,Protected AAC audio file
3447,Carmen: Overture,Bizet: Carmen Highlights,"Chor der Wiener Staatsoper, Herbert Von Karajan & Wiener Philharmoniker",Georges Bizet,Classical,Protected AAC audio file
3485,"Symphony No. 3 Op. 36 for Orchestra and Soprano ""Symfonia Piesni Zalosnych"" \ Lento E Largo - Tranquillissimo",Górecki: Symphony No. 3,Adrian Leaper & Doreen de Feis,Henryk Górecki,Classical,Protected AAC audio file
3405,Canon and Gigue in D Major: I. Canon,Pachelbel: Canon & Gigue,English Concert & Trevor Pinnock,Johann Pachelbel,Classical,Protected AAC audio file
3431,"Symphony No.1 in D Major, Op.25 ""Classical"", Allegro Con Brio",Prokofiev: Symphony No.1,Sergei Prokofiev & Yuri Temirkanov,Sergei Prokofiev,Classical,Protected AAC audio file
3486,"Act IV, Symphony",Purcell: The Fairy Queen,"Roger Norrington, London Classical Players",Henry Purcell,Classical,Protected AAC audio file
3452,"SCRIABIN: Prelude in B Major, Op. 11, No. 11",SCRIABIN: Vers la flamme,Christopher O'Riley,,Classical,Purchased AAC audio file
3408,"Aria Mit 30 Veränderungen, BWV 988 ""Goldberg Variations"": Aria",Bach: Goldberg Variations,Wilhelm Kempff,Johann Sebastian Bach,Classical,Protected AAC audio file
3444,Romeo et Juliette: No. 11 - Danse des Chevaliers,Prokofiev: Romeo & Juliet,Michael Tilson Thomas & San Francisco Symphony,,Classical,Protected AAC audio file
3406,"Concerto No. 1 in E Major, RV 269 ""Spring"": I. Allegro",Vivaldi: The Four Seasons,"Anne-Sophie Mutter, Herbert Von Karajan & Wiener Philharmoniker",Antonio Vivaldi,Classical,Protected AAC audio file
3414,"Symphony No. 104 in D Major ""London"": IV. Finale: Spiritoso",Haydn: Symphonies 99 - 104,Royal Philharmonic Orchestra & Sir Thomas Beecham,Franz Joseph Haydn,Classical,Purchased AAC audio file
3494,"Symphony No. 2, Op. 16 -  ""The Four Temperaments"": II. Allegro Comodo e Flemmatico",Nielsen: The Six Symphonies,Göteborgs Symfoniker & Neeme Järvi,Carl Nielsen,Classical,Protected AAC audio file
3424,"Turandot, Act III, Nessun dorma!",Pavarotti's Opera Made Easy,Luciano Pavarotti,Giacomo Puccini,Classical,Protected AAC audio file
3420,"The Nutcracker, Op. 71a, Act II: Scene 14: Pas de deux: Dance of the Prince & the Sugar-Plum Fairy",Tchaikovsky: The Nutcracker,London Symphony Orchestra & Sir Charles Mackerras,Peter Ilyich Tchaikovsky,Classical,Protected AAC audio file
3421,"Nimrod (Adagio) from Variations On an Original Theme, Op. 36 ""Enigma""",The Last Night of the Proms,Barry Wordsworth & BBC Concert Orchestra,Edward Elgar,Classical,Protected AAC audio file
3418,Die Walküre: The Ride of the Valkyries,Wagner: Favourite Overtures,Sir Georg Solti & Wiener Philharmoniker,Richard Wagner,Classical,Protected AAC audio file
3489,Symphony No. 2: III. Allegro vivace,Weill: The Seven Deadly Sins,Kent Nagano and Orchestre de l'Opéra de Lyon,Kurt Weill,Classical,Protected AAC audio file
3427,Fanfare for the Common Man,"A Copland Celebration, Vol. I",Aaron Copland & London Symphony Orchestra,Aaron Copland,Classical,Protected AAC audio file
3487,"3 Gymnopédies: No.1 - Lent Et Grave, No.3 - Lent Et Douloureux",The Ultimate Relexation Album,Charles Dutoit & L'Orchestre Symphonique de Montréal,Erik Satie,Classical,Protected AAC audio file
3446,"Symphonie Fantastique, Op. 14: V. Songe d'une nuit du sabbat",Berlioz: Symphonie Fantastique,Michael Tilson Thomas & San Francisco Symphony,Hector Berlioz,Classical,Protected AAC audio file
3435,Cavalleria Rusticana \ Act \ Intermezzo Sinfonico,Mascagni: Cavalleria Rusticana,James Levine,Pietro Mascagni,Classical,Protected AAC audio file
3433,"Concerto No.2 in F Major, BWV1047, I. Allegro",Bach: The Brandenburg Concertos,Orchestra of The Age of Enlightenment,Johann Sebastian Bach,Classical,Protected AAC audio file
3415,Symphony No.5 in C Minor: I. Allegro con brio,Beethoven: Symhonies Nos. 5 & 6,Orchestre Révolutionnaire et Romantique & John Eliot Gardiner,Ludwig van Beethoven,Classical,Protected AAC audio file
3454,"Symphony No. 41 in C Major, K. 551, ""Jupiter"": IV. Molto allegro",Mozart: Symphonies Nos. 40 & 41,Berliner Philharmoniker & Herbert Von Karajan,Wolfgang Amadeus Mozart,Classical,Protected AAC audio file
3441,Two Fanfares for Orchestra: II. Short Ride in a Fast Machine,"Adams, John: The Chairman Dances",Edo de Waart & San Francisco Symphony,John Adams,Classical,Protected AAC audio file
3430,"Toccata and Fugue in D Minor, BWV 565: I. Toccata",Bach: Toccata & Fugue in D Minor,Ton Koopman,Johann Sebastian Bach,Classical,Protected AAC audio file
3480,Sonata for Solo Violin: IV: Presto,Bartok: Violin & Viola Concertos,Yehudi Menuhin,Béla Bartók,Classical,Purchased AAC audio file
3410,"The Messiah: Behold, I Tell You a Mystery... The Trumpet Shall Sound",Handel: The Messiah (Highlights),Scholars Baroque Ensemble,George Frideric Handel,Classical,Protected AAC audio file
3493,"Metopes, Op. 29: Calypso","Szymanowski: Piano Works, Vol. 1",Martin Roscoe,Karol Szymanowski,Classical,Protected AAC audio file
3488,"Music for the Funeral of Queen Mary: VI. ""Thou Knowest, Lord, the Secrets of Our Hearts""",Purcell: Music for the Queen Mary,"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",Henry Purcell,Classical,Protected AAC audio file
3438,Fantasia On Greensleeves,The World of Classical Favourites,Academy of St. Martin in the Fields & Sir Neville Marriner,Ralph Vaughan Williams,Classical,Protected AAC audio file
3411,Solomon HWV 67: The Arrival of the Queen of Sheba,The World of Classical Favourites,Academy of St. Martin in the Fields & Sir Neville Marriner,George Frideric Handel,Classical,Protected AAC audio file
3482,"Suite No. 3 in D, BWV 1068: III. Gavotte I & II",Bach: Orchestral Suites Nos. 1 - 4,"Academy of St. Martin in the Fields, Sir Neville Marriner & Thurston Dart",Johann Sebastian Bach,Classical,Protected AAC audio file
3434,"Concerto for Piano No. 2 in F Minor, Op. 21: II. Larghetto",Chopin: Piano Concertos Nos. 1 & 2,"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",Frédéric Chopin,Classical,Protected AAC audio file
3412,"""Eine Kleine Nachtmusik"" Serenade In G, K. 525: I. Allegro",Sir Neville Marriner: A Celebration,Academy of St. Martin in the Fields Chamber Ensemble & Sir Neville Marriner,Wolfgang Amadeus Mozart,Classical,Protected AAC audio file
3481,"A Midsummer Night's Dream, Op.61 Incidental Music: No.7 Notturno",Mendelssohn: A Midsummer Night's Dream,Philharmonia Orchestra & Sir Neville Marriner,,Classical,Protected AAC audio file
3422,Madama Butterfly: Un Bel Dì Vedremo,Puccini: Madama Butterfly - Highlights,"Herbert Von Karajan, Mirella Freni & Wiener Philharmoniker",Giacomo Puccini,Classical,Protected AAC audio file
3419,"Requiem, Op.48: 4. Pie Jesu","Fauré: Requiem, Ravel: Pavane & Others","Academy of St. Martin in the Fields, John Birch, Sir Neville Marriner & Sylvia McNair",Gabriel Fauré,Classical,Protected AAC audio file
3479,"Prometheus Overture, Op. 43",Beethoven: Symphony No. 6 'Pastoral' Etc.,Otto Klemperer & Philharmonia Orchestra,Ludwig van Beethoven,Classical,Purchased AAC audio file
3496,"Étude 1, In C Major - Preludio (Presto) - Liszt",Liszt - 12 Études D'Execution Transcendante,Michele Campanella,,Classical,Purchased AAC audio file
3483,"Concert pour 4 Parties de V**les, H. 545: I. Prelude","Charpentier: Divertissements, Airs & Concerts",Les Arts Florissants & William Christie,Marc-Antoine Charpentier,Classical,Protected AAC audio file
3437,"Piano Sonata No. 14 in C Sharp Minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto",Beethoven Piano Sonatas: Moonlight & Pastorale,Maurizio Pollini,Ludwig van Beethoven,Classical,Protected AAC audio file
3453,"Pavan, Lachrimae Antiquae",Armada: Music from the Courts of England and Spain,Fretwork,John Dowland,Classical,Protected AAC audio file
3440,"Concerto for Cello and Orchestra in E minor, Op. 85: I. Adagio - Moderato",Elgar: Cello Concerto & Vaughan Williams: Fantasias,"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",Edward Elgar,Classical,Protected AAC audio file
3443,Missa Papae Marcelli: Kyrie,Palestrina: Missa Papae Marcelli & Allegri: Miserere,Choir Of Westminster Abbey & Simon Preston,Giovanni Pierluigi da Palestrina,Classical,Protected AAC audio file
3495,"24 Caprices, Op. 1, No. 24, for Solo Violin, in A Minor",Great Recordings of the Century: Paganini's 24 Caprices,Itzhak Perlman,Niccolò Paganini,Classical,Protected AAC audio file
3423,"Jupiter, the Bringer of Jollity","Holst: The Planets, Op. 32 & Vaughan Williams: Fantasies",Eugene Ormandy,Gustav Holst,Classical,Protected AAC audio file
3403,Intoitus: Adorate Deum,Adorate Deum: Gregorian Chant from the Proper of the Mass,Alberto Turco & Nova Schola Gregoriana,Anonymous,Classical,Protected AAC audio file
3450,"Peer Gynt Suite No.1, Op.46: 1. Morning Mood",Grieg: Peer Gynt Suites & Sibelius: Pelléas et Mélisande,Berliner Philharmoniker & Herbert Von Karajan,Edvard Grieg,Classical,Protected AAC audio file
3491,Le Sacre Du Printemps: I.iv. Spring Rounds,Prokofiev: Symphony No.5 & Stravinksy: Le Sacre Du Printemps,Berliner Philharmoniker & Herbert Von Karajan,Igor Stravinsky,Classical,Protected AAC audio file
3500,"String Quartet No. 12 in C Minor, D. 703 ""Quartettsatz"": II. Andante - Allegro assai",Schubert: The Late String Quartets & String Quintet (3 CD's),Emerson String Quartet,Franz Schubert,Classical,Protected AAC audio file
3449,"Music for the Royal Fireworks, HWV351 (1749): La Réjouissance",Handel: Music for the Royal Fireworks (Original Version 1749),English Concert & Trevor Pinnock,George Frideric Handel,Classical,Protected AAC audio file
3498,"Concerto for Violin, Strings and Continuo in G Major, Op. 3, No. 9: I. Allegro","Locatelli: Concertos for Violin, Strings and Continuo, Vol. 3","Mela Tenenbaum, Pro Musica Prague & Richard Kapp",Pietro Antonio Locatelli,Classical,Purchased AAC audio file
3439,"Das Lied Von Der Erde, Von Der Jugend",Great Recordings of the Century - Mahler: Das Lied von der Erde,Gustav Mahler,Gustav Mahler,Classical,Protected AAC audio file
3497,"Erlkonig, D.328","Great Recordings of the Century - Shubert: Schwanengesang, 4 Lieder",Gerald Moore,,Classical,Protected AAC audio file
3425,"Adagio for Strings from the String Quartet, Op. 11",Great Performances - Barber's Adagio and Other Romantic Favorites for Strings,Leonard Bernstein & New York Philharmonic,Samuel Barber,Classical,Protected AAC audio file
3490,"Partita in E Major, BWV 1006A: I. Prelude","J.S. Bach: Chaconne, Suite in E Minor, Partita in E Major & Prelude, Fugue and Allegro",Julian Bream,Johann Sebastian Bach,Classical,Protected AAC audio file
3442,"Wellington's Victory or the Battle Symphony, Op.91: 2. Symphony of Triumph","Tchaikovsky: 1812 Festival Overture, Op.49, Capriccio Italien & Beethoven: Wellington's Victory",Antal Doráti & London Symphony Orchestra,Ludwig van Beethoven,Classical,Protected AAC audio file
371,Morro Da Casa Verde 2001,Carnaval 2001,Various Artists,,Soundtrack,MPEG audio file
369,Aguia De Ouro 2001,Carnaval 2001,Various Artists,,Soundtrack,MPEG audio file
361,X-9 2001,Carnaval 2001,Various Artists,,Soundtrack,MPEG audio file
362,Gavioes 2001,Carnaval 2001,Various Artists,,Soundtrack,MPEG audio file
366,Camisa Verde 2001,Carnaval 2001,Various Artists,,Soundtrack,MPEG audio file
372,Perola Negra 2001,Carnaval 2001,Various Artists,,Soundtrack,MPEG audio file
368,Tucuruvi 2001,Carnaval 2001,Various Artists,,Soundtrack,MPEG audio file
373,Sao Lucas 2001,Carnaval 2001,Various Artists,,Soundtrack,MPEG audio file
360,Vai-Vai 2001,Carnaval 2001,Various Artists,,Soundtrack,MPEG audio file
364,Rosas De Ouro 2001,Carnaval 2001,Various Artists,,Soundtrack,MPEG audio file
365,Mocidade Alegre 2001,Carnaval 2001,Various Artists,,Soundtrack,MPEG audio file
370,Ipiranga 2001,Carnaval 2001,Various Artists,,Soundtrack,MPEG audio file
367,Leandro De Itaquera 2001,Carnaval 2001,Various Artists,,Soundtrack,MPEG audio file
363,Nene 2001,Carnaval 2001,Various Artists,,Soundtrack,MPEG audio file
2131,Miss Sarajevo,Original Soundtracks 1,Passengers,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",Soundtrack,MPEG audio file
2130,Beach Sequence,Original Soundtracks 1,Passengers,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",Soundtrack,MPEG audio file
2135,Elvis Ate America,Original Soundtracks 1,Passengers,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",Soundtrack,MPEG audio file
2132,Ito Okashi,Original Soundtracks 1,Passengers,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",Soundtrack,MPEG audio file
2126,Slug,Original Soundtracks 1,Passengers,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",Soundtrack,MPEG audio file
2125,United Colours,Original Soundtracks 1,Passengers,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",Soundtrack,MPEG audio file
2134,Corpse (These Chains Are Way Too Long),Original Soundtracks 1,Passengers,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",Soundtrack,MPEG audio file
2137,Theme From The Swan,Original Soundtracks 1,Passengers,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",Soundtrack,MPEG audio file
2138,Theme From Let's Go Native,Original Soundtracks 1,Passengers,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",Soundtrack,MPEG audio file
2127,Your Blue Room,Original Soundtracks 1,Passengers,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",Soundtrack,MPEG audio file
2136,Plot 180,Original Soundtracks 1,Passengers,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",Soundtrack,MPEG audio file
2129,A Different Kind Of Blue,Original Soundtracks 1,Passengers,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",Soundtrack,MPEG audio file
2128,Always Forever Now,Original Soundtracks 1,Passengers,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",Soundtrack,MPEG audio file
2133,One Minute Warning,Original Soundtracks 1,Passengers,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",Soundtrack,MPEG audio file
1074,Baião Da Penha,As Canções de Eu Tu Eles,Gilberto Gil,,Soundtrack,MPEG audio file
1075,Esperando Na Janela,As Canções de Eu Tu Eles,Gilberto Gil,Manuca/Raimundinho DoAcordion/Targino Godim,Soundtrack,MPEG audio file
1082,A Volta Da Asa Branca,As Canções de Eu Tu Eles,Gilberto Gil,Luiz Gonzaga/Zé Dantas,Soundtrack,MPEG audio file
1083,O Amor Daqui De Casa,As Canções de Eu Tu Eles,Gilberto Gil,Gilberto Gil,Soundtrack,MPEG audio file
1078,Asa Branca,As Canções de Eu Tu Eles,Gilberto Gil,Humberto Teixeira/Luiz Gonzaga,Soundtrack,MPEG audio file
1079,Qui Nem Jiló,As Canções de Eu Tu Eles,Gilberto Gil,Humberto Teixeira/Luiz Gonzaga,Soundtrack,MPEG audio file
1081,Pau-De-Arara,As Canções de Eu Tu Eles,Gilberto Gil,"Guio De Morais E Seus ""Parentes""/Luiz Gonzaga",Soundtrack,MPEG audio file
1084,As Pegadas Do Amor,As Canções de Eu Tu Eles,Gilberto Gil,Gilberto Gil,Soundtrack,MPEG audio file
1086,Casinha Feliz,As Canções de Eu Tu Eles,Gilberto Gil,Gilberto Gil,Soundtrack,MPEG audio file
1077,Último Pau-De-Arara,As Canções de Eu Tu Eles,Gilberto Gil,Corumbá/José Gumarães/Venancio,Soundtrack,MPEG audio file
1085,Lamento Sertanejo,As Canções de Eu Tu Eles,Gilberto Gil,Dominguinhos/Gilberto Gil,Soundtrack,MPEG audio file
1080,Assum Preto,As Canções de Eu Tu Eles,Gilberto Gil,Humberto Teixeira/Luiz Gonzaga,Soundtrack,MPEG audio file
1076,Juazeiro,As Canções de Eu Tu Eles,Gilberto Gil,Humberto Teixeira/Luiz Gonzaga,Soundtrack,MPEG audio file
1073,Óia Eu Aqui De Novo,As Canções de Eu Tu Eles,Gilberto Gil,,Soundtrack,MPEG audio file
3503,Koyaanisqatsi,Koyaanisqatsi (Soundtrack from the Motion Picture),Philip Glass Ensemble,Philip Glass,Soundtrack,Protected AAC audio file
3379,She'll Never Be Your Man,Carry On,Chris Cornell,Chris Cornell,Alternative,Protected AAC audio file
3388,You Know My Name,Carry On,Chris Cornell,Chris Cornell,Alternative,Protected AAC audio file
3383,Scar On the Sky,Carry On,Chris Cornell,Chris Cornell,Alternative,Protected AAC audio file
3382,Billie Jean,Carry On,Chris Cornell,Michael Jackson,Alternative,Protected AAC audio file
3376,Poison Eye,Carry On,Chris Cornell,Chris Cornell,Alternative,Protected AAC audio file
3380,Ghosts,Carry On,Chris Cornell,Chris Cornell,Alternative,Protected AAC audio file
3384,Your Soul Today,Carry On,Chris Cornell,Chris Cornell,Alternative,Protected AAC audio file
3377,Arms Around Your Love,Carry On,Chris Cornell,Chris Cornell,Alternative,Protected AAC audio file
3386,Silence the Voices,Carry On,Chris Cornell,Chris Cornell,Alternative,Protected AAC audio file
3381,Killing Birds,Carry On,Chris Cornell,Chris Cornell,Alternative,Protected AAC audio file
3385,Finally Forever,Carry On,Chris Cornell,Chris Cornell,Alternative,Protected AAC audio file
3387,Disappearing Act,Carry On,Chris Cornell,Chris Cornell,Alternative,Protected AAC audio file
3378,Safe and Sound,Carry On,Chris Cornell,Chris Cornell,Alternative,Protected AAC audio file
3375,No Such Thing,Carry On,Chris Cornell,Chris Cornell,Alternative,Protected AAC audio file
3393,Original Fire,Revelations,Audioslave,,Alternative,Protected AAC audio file
3391,Sound of a Gun,Revelations,Audioslave,,Alternative,Protected AAC audio file
3389,Revelations,Revelations,Audioslave,,Alternative,Protected AAC audio file
3396,Shape of Things to Come,Revelations,Audioslave,,Alternative,Protected AAC audio file
3390,One and the Same,Revelations,Audioslave,,Alternative,Protected AAC audio file
3398,Wide Awake,Revelations,Audioslave,,Alternative,Protected AAC audio file
3395,Somedays,Revelations,Audioslave,,Alternative,Protected AAC audio file
3401,Show Me How to Live (Live at the Quart Festival),Revelations,Audioslave,,Alternative,Protected AAC audio file
3392,Until We Fall,Revelations,Audioslave,,Alternative,Protected AAC audio file
3400,Moth,Revelations,Audioslave,,Alternative,Protected AAC audio file
3399,Nothing Left to Say But Goodbye,Revelations,Audioslave,,Alternative,Protected AAC audio file
3394,Broken City,Revelations,Audioslave,,Alternative,Protected AAC audio file
3397,Jewel of the Summertime,Revelations,Audioslave,,Alternative,Protected AAC audio file
3402,"Band Members Discuss Tracks from ""Revelations""",Revelations,Audioslave,,Alternative,Protected MPEG-4 video file
3370,Times of Trouble,Temple of the Dog,Temple of the Dog,,Alternative,Protected AAC audio file
3373,Four Walled World,Temple of the Dog,Temple of the Dog,,Alternative,Protected AAC audio file
3365,Say Hello 2 Heaven,Temple of the Dog,Temple of the Dog,,Alternative,Protected AAC audio file
3374,All Night Thing,Temple of the Dog,Temple of the Dog,,Alternative,Protected AAC audio file
3371,Wooden Jesus,Temple of the Dog,Temple of the Dog,,Alternative,Protected AAC audio file
3372,Your Savior,Temple of the Dog,Temple of the Dog,,Alternative,Protected AAC audio file
3368,Pushin Forward Back,Temple of the Dog,Temple of the Dog,,Alternative,Protected AAC audio file
3367,Hunger Strike,Temple of the Dog,Temple of the Dog,,Alternative,Protected AAC audio file
3369,Call Me a Dog,Temple of the Dog,Temple of the Dog,,Alternative,Protected AAC audio file
3366,Reach Down,Temple of the Dog,Temple of the Dog,,Alternative,Protected AAC audio file
3336,War Pigs,Cake: B-Sides and Rarities,Cake,,Alternative,Purchased AAC audio file
3478,Slowness,Carried to Dust (Bonus Track Version),Calexico,,Alternative,Protected AAC audio file
1284,Prodigal Son,Killers,Iron Maiden,Steve Harris,Heavy Metal,MPEG audio file
1281,Genghis Khan,Killers,Iron Maiden,Steve Harris,Heavy Metal,MPEG audio file
1282,Innocent Exile,Killers,Iron Maiden,Di´Anno/Harris,Heavy Metal,MPEG audio file
1279,Murders In The Rue Morgue,Killers,Iron Maiden,Steve Harris,Heavy Metal,MPEG audio file
1283,Killers,Killers,Iron Maiden,Steve Harris,Heavy Metal,MPEG audio file
1277,The Ides Of March,Killers,Iron Maiden,Steve Harris,Heavy Metal,MPEG audio file
1286,Drifter,Killers,Iron Maiden,Steve Harris,Heavy Metal,MPEG audio file
1285,Purgatory,Killers,Iron Maiden,Steve Harris,Heavy Metal,MPEG audio file
1278,Wrathchild,Killers,Iron Maiden,Steve Harris,Heavy Metal,MPEG audio file
1280,Another Life,Killers,Iron Maiden,Steve Harris,Heavy Metal,MPEG audio file
1247,No More Lies,Dance Of Death,Iron Maiden,Steve Harris,Heavy Metal,MPEG audio file
1246,Rainmaker,Dance Of Death,Iron Maiden,Bruce Dickinson/David Murray/Steve Harris,Heavy Metal,MPEG audio file
1252,Paschendale,Dance Of Death,Iron Maiden,Adrian Smith/Steve Harris,Heavy Metal,MPEG audio file
1254,Age Of Innocence,Dance Of Death,Iron Maiden,David Murray/Steve Harris,Heavy Metal,MPEG audio file
1249,Dance Of Death,Dance Of Death,Iron Maiden,Janick Gers/Steve Harris,Heavy Metal,MPEG audio file
1253,Face In The Sand,Dance Of Death,Iron Maiden,Adrian Smith/Bruce Dickinson/Steve Harris,Heavy Metal,MPEG audio file
1255,Journeyman,Dance Of Death,Iron Maiden,Bruce Dickinson/David Murray/Steve Harris,Heavy Metal,MPEG audio file
1245,Wildest Dreams,Dance Of Death,Iron Maiden,Adrian Smith/Steve Harris,Heavy Metal,MPEG audio file
1251,New Frontier,Dance Of Death,Iron Maiden,Adrian Smith/Bruce Dickinson/Nicko McBrain,Heavy Metal,MPEG audio file
1248,Montsegur,Dance Of Death,Iron Maiden,Bruce Dickinson/Janick Gers/Steve Harris,Heavy Metal,MPEG audio file
1250,Gates Of Tomorrow,Dance Of Death,Iron Maiden,Bruce Dickinson/Janick Gers/Steve Harris,Heavy Metal,MPEG audio file
1301,Acacia Avenue,Live After Death,Iron Maiden,,Heavy Metal,MPEG audio file
1302,Children Of The Damned,Live After Death,Iron Maiden,Steve Harris,Heavy Metal,MPEG audio file
1303,Die With Your Boots On,Live After Death,Iron Maiden,Adrian Smith/Bruce Dickinson/Steve Harris,Heavy Metal,MPEG audio file
1300,Wrathchild,Live After Death,Iron Maiden,Steve Harris,Heavy Metal,MPEG audio file
1304,Phantom Of The Opera,Live After Death,Iron Maiden,Steve Harris,Heavy Metal,MPEG audio file
1287,Intro- Churchill S Speech,Live After Death,Iron Maiden,,Heavy Metal,MPEG audio file
1288,Aces High,Live After Death,Iron Maiden,,Heavy Metal,MPEG audio file
3309,Guess Who's Back,House of Pain,House Of Pain,E. Schrody/L. Muggerud,Hip Hop/Rap,MPEG audio file
3315,Feel It,House of Pain,House Of Pain,E. Schrody/R. Medrano,Hip Hop/Rap,MPEG audio file
3300,Jump Around,House of Pain,House Of Pain,E. Schrody/L. Muggerud,Hip Hop/Rap,MPEG audio file
3314,One For The Road,House of Pain,House Of Pain,E. Schrody/L. Dimant/L. Muggerud,Hip Hop/Rap,MPEG audio file
3318,Shamrocks And Shenanigans (Boom Shalock Lock Boom/Butch Vig Mix),House of Pain,House Of Pain,E. Schrody/L. Dimant,Hip Hop/Rap,MPEG audio file
3303,Top O' The Morning To Ya,House of Pain,House Of Pain,E. Schrody/L. Dimant,Hip Hop/Rap,MPEG audio file
3301,Salutations,House of Pain,House Of Pain,E. Schrody/L. Dimant,Hip Hop/Rap,MPEG audio file
3306,Shamrocks And Shenanigans,House of Pain,House Of Pain,E. Schrody/L. Dimant,Hip Hop/Rap,MPEG audio file
3313,Life Goes On,House of Pain,House Of Pain,E. Schrody/R. Medrano,Hip Hop/Rap,MPEG audio file
3302,Put Your Head Out,House of Pain,House Of Pain,E. Schrody/L. Freese/L. Muggerud,Hip Hop/Rap,MPEG audio file
3307,House Of Pain Anthem,House of Pain,House Of Pain,E. Schrody/L. Dimant,Hip Hop/Rap,MPEG audio file
3305,House And The Rising Sun,House of Pain,House Of Pain,E. Schrody/J. Vasquez/L. Dimant,Hip Hop/Rap,MPEG audio file
3312,Come And Get Some Of This,House of Pain,House Of Pain,E. Schrody/L. Muggerud/R. Medrano,Hip Hop/Rap,MPEG audio file
3311,Put On Your Shit Kickers,House of Pain,House Of Pain,E. Schrody/L. Muggerud,Hip Hop/Rap,MPEG audio file
3308,"Danny Boy, Danny Boy",House of Pain,House Of Pain,E. Schrody/L. Muggerud,Hip Hop/Rap,MPEG audio file
3317,Jump Around (Pete Rock Remix),House of Pain,House Of Pain,E. Schrody/L. Muggerud,Hip Hop/Rap,MPEG audio file
